id,shop_name,shop_name_branch,shop_name_official,shop_name_kana,rating_value,rating_cnt,addr_region,addr_local,street_addr,latitude,longitude,tel,ramendb_url,opening_hors,regular_holiday,nearest_station,menu,memo,official_site,facebook,twitter,instagram
31,ラーメン二郎,目黒店,ラーメン二郎 目黒店,らーめんじろう,94.977,716,東京都,目黒区,目黒3-7-2,35.63420494372,139.70710247755,非公開,https://ramendb.supleks.jp/s/1414.html,11:00～16:00／18:00～23:00,水曜日,JR山手線、東急目黒線など『目黒駅』（766m）,"小ラーメン 500円
小ラーメン豚入り 600円
小ラーメンW豚入り 700円 
大ラーメン 600円
大ラーメン豚入り 700円
大ラーメンW豚入り 800円

チャーシュー1本2000円（おひとり様2本まで）

生麺（3人分）1袋￥1000
※スープも御希望の方はサービス。
鍋を御持参願います。


【無料トッピング】配膳直前
ヤサイ、アブラ、カラメ、ニンニク、コラコラ(白くて大きい背脂大量)
※マシマシ通用しません。むしろ減らされるのでご注意を

なお、麺かため、味薄め、油少なめの希望は、食券提出時に申告
※麺少なめは外で大小聞かれた際に申告","①地面（歩道）にあるペイントをなぞる様にUの字に並ぶ
②先頭から5人以内になると店員に大か小かと聞かれるので答える
③食券購入(並んでる際でも購入も可)
④着席したら食券をカウンターに置いて待つ
⑤配膳直前にトッピングを聞かれるので申告※無料トッピング参照
⑥食べ終わったら器をカウンター上に置きテーブルを拭いて退店

全8席のうち半分の4席（4名分）ごとに作るのでゆっくり又は遅れる行為(しゃべたりメール打ったり本読みながらetc.)していると注意有
※回転率を保つことで低価格を実現してるのでご理解を

【鍋二郎】あり",,,,
32,ラーメン二郎,環七新新代田店,ラーメン二郎 環七新新代田店,らーめんじろう,94.863,573,東京都,世田谷区,代田5-29-5,35.66190428226193,139.66041563588783,不明,https://ramendb.supleks.jp/s/75362.html,"「月から金」11:00～14:00／17:00～20:00
[土・日・祝] 11:00～15:00
※材料切れ等で早期終了有（整理券方式と営業時間短縮と延長等の変更の可能性も有=公式ツイッターにて要確認）",なし（月曜日も営業に変更しています）,京王井の頭線『新代田駅』（77m）,"ラーメン
小 780円
小豚 930円
小豚W 1080円
（普通 400g・少なめ 300g・半分 200gくらい）
※いいたまご100円(不定期 食券提出時に追加支払い)
※たまねぎ50円(不定期 食券提出時に追加支払い)
※鰹節50円(不定期 食券提出時に追加支払い)
※その他の追加メニュー(※汁なし含む)100円(不定期 食券提出時に追加支払い)
かため・やわらかめ・あぶらぬきはやりません
少なめ・半分・薄味・※汁なし等は先に言って食券と一緒に100円を出して下さい。
※マークはメニュー不定期です。Twitterの内容でツイードまた店内外に貼り紙するまでの間、行いませんのでご注意下さい！
飲み物等の自販機は、撤去しております。","2018/6現在、ラーメン以外の撮影禁止。動画撮影一切禁止。

2020/7/12現在、大ラーメンを頼んだ人が時間をかけながら食べたり、残したりしたため、大はやりません。

2021/3/31現在
車とかバイクで来てるお客さんは
コインパーキングに置いて来て下さい。
裏の駐車場は契約の駐車場なので使わないで下さい。
路駐もやめて下さい。
自転車も代田区民センターまた小田急線世田谷代田駅の有料の駐輪場を使って下さい。
警察が来たり苦情が来たりしてるので近隣のひとに迷惑をかけない様にしてください
よろしくお願いします！

2021/3/22
新型コロナウイルス感染防止対策の観点で暫くの間、おひとり様以外お断りは解除しますが連席の希望は受け付けません！
マスクなしの来店はお断りと会話も無しでお願いします！
来店時から出来上がるまでの間は、マスク着用をお願いします。
並ぶ時は前の人と間隔(ソーシャルディスタンス)を空けて下さい！
また、歯医者さんの横の止まれの所まで並んでたら、環七沿いの消火栓の所から並んで下さい！
宜しくお願いします！

ラーメン二郎 環七新代田店から店主変更で2014年5月にリニューアルOPEN
・入口右手に券売機有り(旧店舗時とは位置が異2なるので注意)
・満席時の店内待ち不可(店舗入口から右手に沿うように外待ち)
・並んでいる時に麺量の確認あり
・レンゲなし",,,https://twitter.com/26shinshindaita,
33,ラーメン一心,,ラーメン一心,らーめんいっしん,94.858,465,埼玉県,東松山市,古凍868-8,36.0129691,139.4351666,非公開,https://ramendb.supleks.jp/s/80695.html,"時短営業
昼の部11:00～（L.O.）14:30
夜の部18:00～（L.O.）20:30",毎週 日曜、月曜,,"ガッツリ系（G系）並盛、大盛、特盛
・ラーメン（tp.ヤサイ/ニンニク/アブラ/ネギ）
・まぜそば（tp.エビマヨ/ニンニク/アブラ・辛み）
・タレそば（tp.エビマヨ/ニンニク/アブラ/辛み/山椒）
      並盛：200g
      大盛：300g
      特盛：400g
・つけ麺（tp.ヤサイ/ニンニク/ネギ）

・限定トッピング ＊ハイブリッド、極みあり、Twitterで確認
・生卵、生姜、辛み、魚粉、ほぐし豚、味卵、麺増し、豚1枚","春日部のジャンプで修行された方が独立出店。
2017/10より豚骨醤油のガッツリ系に復活。
*商品のみ撮影可",,,https://twitter.com/issin2015,
34,ラーメン二郎,桜台駅前店,ラーメン二郎 桜台駅前店,らーめんじろう,94.829,822,東京都,練馬区,桜台1-5-1,35.73880781522,139.66167122126,不明,https://ramendb.supleks.jp/s/7781.html,"[月～水] 11:00〜14:00／17:30～23:30
[木・金] 17:30～23:30
[土] 10:00～16:00
※麺切れ次第終了
※21／10／01時点で20:00閉店 早期終了の場合はメルマガにて通知あり",日曜（祝日は不定休）,西武池袋線『桜台駅』（84m）,"ラーメン 750円
小豚入り 900円

大ラーメン 850円
大豚入り 1000円
※豚ダブルは中止

生たまご(別皿) 50円
黒ウーロン 180円

＊月～水昼営業のみで提供されていた「油そば」は20/12現在休止中

【トッピングサービス】
にんにく(有無)・あぶら(多め)・野菜(多め)・辛め(濃いめ)
臨時で刻み長ネギ、エビ油の有料トッピングが販売されることがある
券売機上に自由に使える調味料あり","2007年1月OPENの二郎直系
・食券購入前に麺量を聞かれる事があるので、大きさを決めておきましょう
・麺少なめ／麺半分、麺かため、脂少なめ、味薄めは食券確認時に申請
・店内待ち不可
・箸は割箸。レンゲなし
・臨時休業や営業時間変更の場合有り(要メルマガ登録)

▼公式メルマガ:携帯から空メール送信で登録▼
00440528s@merumo.ne.jp",,,,
35,MEN YARD FIGHT,,MEN YARD FIGHT,めんやーどふぁいと,94.714,231,神奈川県,横浜市神奈川区,反町3-23-14,35.47594011138647,139.62670328773152,非公開,https://ramendb.supleks.jp/s/121047.html,11:00～15:00／18:00～24:00,土・日,東急東横線『反町駅』（182m）,"ラーメン ￥800
ラーメン 少なめ ￥750
ラーメン 大 ￥900

辛いラーメン ￥1000
辛いラーメン 少なめ ￥950
辛いラーメン 大 ￥1100

たまラーメン ￥900
たまラーメン 少なめ ￥850
たまラーメン 大 ￥1000

えびラーメン ￥1000
えびラーメン 少なめ ￥950
えびラーメン 大 ￥1100

持ち帰りラーメン ￥800

生たまご、しょうが、かつお節、クリームチーズ 各￥50
味玉、うずら、辛ニラ、キクラゲ、チーズ、のり、納豆、青唐辛子 各￥100
ねぎ ￥200
豚増し、炙り豚 各￥200 ※数量限定

持ち帰り豚 ￥1500 ※数量限定","・麺量…少なめ(270g)、並(370g)、大(500g)
・ニンニク、ヤサイ、アブラのコールは、提供間際にて確認",,,https://twitter.com/menyardfight,
36,成蹊前ラーメン 吉祥寺,,成蹊前ラーメン 吉祥寺,せいけいまえらーめん きちじょうじ,94.557,120,東京都,武蔵野市,吉祥寺北町3-4-3,35.710063,139.57305710000003,不明,https://ramendb.supleks.jp/s/84001.html,11:00〜15:30,水曜,JR中央本線(東京～塩尻)、JR中央線(快速)など『吉祥寺駅』（981m）,"ラーメン(麺200g、ぶた2枚) 720円
肉なしラーメン(麺200g、ぶた無し) 670円
ミニモリ(麺150g、ミニぶた入り) 660円
プッチモリ(麺100g、プチぶた入り) 630円
赤(激辛。麺200g、ぶた2枚) 770円
スッパ辛(麺200g、ぶた2枚) 770円
feat.生郎 700円 ＊19/10/1現在休止中

大盛り(+100g) 40円
ぶた1枚プラス 90円
ぶた2枚プラス 180円

生卵 40円
Special生卵(日替り味付き生卵) 60円
ウズラの卵3個 60円
キムチ 50円
かつおくん 30円
焼きチーズ 50円

烏龍茶 110円
レモンチューハイ 350円","無料トッピングは『ヤサイ・ニンニク・トウガラシ・アブラ』
※日によってショウガができる日も
店内にトッピングに関しての張り紙アリ",,,https://twitter.com/namaro_atochi,
37,ラーメン二郎,亀戸店,ラーメン二郎 亀戸店,らーめんじろう,94.508,773,東京都,江東区,亀戸4-35-17 エレガントコーポラス101号,35.70193334105819,139.82667803764195,03-3637-2681,https://ramendb.supleks.jp/s/1302.html,"新型コロナウイルス感染防止対策の為、下記の通り営業しています。
昼11時〜14時
夜17時30分〜21時00分（完全閉店）
列の状況により閉店時間まで間に合わない場合があります。
店主の判断次第となります。",基本無休（臨時休業はTwitterで告知あり）,JR中央・総武緩行線、東武亀戸線『亀戸駅』（470m）,"ラーメン(ブタ2枚入り) 780円
ブタ入りラーメン(ブタ5枚入り) 880円
大盛りラーメン(ブタ2枚入り) 880円
ブタ入り大ラーメン(ブタ5枚入り) 980円

汁なし +100円
つけ麺 +100円(夏期限定)
タマネギキムチ 100円
生玉子 50円

[コールについて]
各種トッピングの「マシマシ」が出来ません。
[つけ麺について]
麺のカタメ・ヤワメ、麺あつもりが出来ません","店舗周辺には路上駐車せず、必ずコインパーキングを利用するように。
路上駐車を発見された場合、ラーメンが食べれません。
店内待ちあり。
複数人で行く場合、全員が揃ってから並んでください。
各種トッピングの「マシマシ」不可。麺増し不可。
レンゲ、ティッシュあり。
ラーメン以外の店内撮影禁止。
店前に自販機あり。

2001年4月OPENの二郎直系
2013年3月31日で前店主引退
2013年4月14日にリニューアルOPEN",https://twitter.com/jiro_kame,,https://twitter.com/jiro_kame_rjk,
38,ラーメン二郎,茨城守谷店,ラーメン二郎 茨城守谷店,らーめんじろう,94.492,914,茨城県,守谷市,美園4-1-5 美園ビル1F,35.923953824699,140.00084459782,非公開,https://ramendb.supleks.jp/s/19956.html,"（2020年8月現在）
月～金 11:30〜14:30（ラストオーダー14:15）
／18:00〜21:30（ラストオーダー21:15）
土 11:30〜16:00（ラストオーダー15:45）
※麺・スープ切れ終了有",日曜日（定休日以外は祝日も営業です）,関東鉄道常総線『南守谷駅』（1.1km）,"（2020年8月現在）

麺半分：豚2枚(麺 約160g)  730円
小ラーメン(麺少なめ)：豚2枚(麺 約250g) 750円
小ラーメン：豚2枚(麺 約350g) 790円
大ラーメン：豚2枚(麺 約480g) 890円 
※大の麺マシ対応可（別丼提供されます）

つけ麺（ニンニク味）：＋100円
つけ麺（ごま味）：＋100円

ニンニク味のラーメン(現在表示なし)：＋50円
ラーメンのサイズ確認の時に「ラーメンのニンニク味は出来ますか？」と店員さんに確認してください。着席時に食券と共に50円をカウンターに置いてください。

豚なし(着席時に口頭でお伝えください)：50円返金
豚増し(複数枚可)：150円
豚ほぐし：50円
生卵：50円
うずらの卵(5個)：100円
ウーロン茶：150円（ペットボトル）


時々Tシャツ等の二郎グッズ販売あり

持ち帰り崩し豚：300円（現在なし）
持ち帰り豚1本：時価（時々販売あり）
持ち帰り麺1玉：100円（時々販売あり）","【レポの掲載について】 2021/11/2 上席技師
・近頃動画撮影を希望するお客さんが多く、営業に支障がでているため、今後店内における動画撮影と、データベース等の評価サイトへの記載を全面的に禁止するとの店内アナウンスがありました。私は昨日限りでレポを止めましたので、皆さんもルールを守ってラーメンを楽しみましょう。

バス:守谷駅西口③番乗り場（美園循環）から乗車。『美園』で下車。
又はやまゆり号バスターミナルから守谷市コミュニティーバス。
南守谷ルートで『美園4丁目』下車

車:常磐自動車道・谷和原ICから約7km。
R294を取手方面へ行き、乙子交差点を右折（県道47号を南下）。
ヨークベニマル（ヨークタウン取手：元イオン取手店）の交差点を右折して約300m
（常総ふれあい道路沿い、美園交差点付近）。

【バスの情報はこちら】
守谷方面↓https://www.city.moriya.ibaraki.jp/kurashi/kotu/bus/rosenbus/rosen_jikokuhyo.files/misono-heijitu.pdf
取手方面↓
http://www.bus-ibaraki.jp/shichoson/c-toride.html（元イオン取手前で下車）
http://www.bus-ibaraki.jp/busmap/toride.html（元イオン取手(旧ジャスコ)前で下車）


【店内情報】
・店内入って正面の自動販売機横を先頭に、L字型に待合席あり。

・待合席が埋まっている時は、1組だけ券売機の前で待っていてもOKです。
（券売機の前に人が並んでいる場合は、店外に並んでください。）

・カウンターの後ろに立って待つのは、ご遠慮ください。

・カウンターが空いている場合でも、店員に声を掛けられるまで待合席でお待ちください。

・家族連れ等の為にテーブル席もありますが、店主の指示が無いと座れません。

・テーブル席の方は、呼ばれたら自分でラーメンを取りに行き、食べ終わったら器を戻して頂きます。

・待っている時に店員にラーメンの大きさを聞かれるので、聞かれたら店員に食券を見せてください。（食券を買う前に大きさを聞かれることがありますが、その場合は口頭で伝えて下さい。）

・増し増しは出来ません。麺硬めも出来ません。野菜増しをして残すのは、固くお断りされています。

・カウンターには、割り箸、白コショウ、一味あり。

・給水機の横に、しょうゆだれ、酢あり。
（レンゲ、樹脂製箸、楊枝、ティッシュペーパーorトイレットペーパーも給水機の横）

・ティッシュ等のゴミは、カウンターに置かずに、店内のゴミ箱に捨てて下さい。",,,https://twitter.com/genkimoriya,
39,蓮爾,新町一丁目店,蓮爾 新町一丁目店,はすみ,94.449,204,東京都,世田谷区,駒沢4-29-13 ケー・テー駒沢1階,35.6301685,139.6537227,不明,https://ramendb.supleks.jp/s/86104.html,"月〜金曜 17:00〜23:00
土曜・祝日 11:00〜17:00
（ラストオーダー終了15分前）",日曜,東急田園都市線『駒沢大学駅』（809m）,"ミニラーメン（200g）
小ラーメン（370g）
大ラーメン（麺量は自己申告制）

つけ麺
大つけ麺
・あつもり可・割りスープあり

たまラーメン・たまつけ麺

うずら 100円・豚入り 150円

・無料トッピング
にんにく・やさい・あぶら・からめ","2015年9月に移転再OPEN
登戸にも店舗有",https://twitter.com/hasumishinmachi,,https://twitter.com/hasumishinmachi,
40,ラーメン二郎,京都店,ラーメン二郎 京都店,らーめんじろう,94.101,131,京都府,京都市左京区,一乗寺里ノ前町4番,35.043924198941966,135.78750955889552,非公開,https://ramendb.supleks.jp/s/97876.html,"11時～14時 17時30分〜21時30分
日曜・祝日 11時〜15時","水曜日+不定休
店内カレンダー、Twitterで告知",叡山電鉄叡山本線『一乗寺駅』（37m）,"ラーメン並 780円
多め 800円
ラーメン半分 730円
大ラーメン 880円

豚まし 150円
生卵 60円
九条ネギ 60円
辛味 50円

脂飯 100円
つけ麺 ＋100円

（2020年8月22日現在）","麺量
並 200g
多め 300g
半分 150g
大盛り 500g
（2020年8月23日現在）",,,https://twitter.com/jiro_kyoto,
41,ラーメン二郎,上野毛店,ラーメン二郎 上野毛店,らーめんじろう,94.066,573,東京都,世田谷区,上野毛1-26-16,35.61243081255385,139.63898809355987,非公開,https://ramendb.supleks.jp/s/3281.html,"平日 11:00〜14:15頃／18:00〜22:00頃
土曜日 11:00〜14:30
※麺切れ終了",日・祝日,東急大井町線『上野毛駅』（53m）,"小ラーメン 700円
小ぶた入り 800円
大ラーメン 750円
大ぶた入り 850円

生玉子 50円（別皿提供）
缶ウーロン茶 100円

麺増し可（玉で申請）","ラーメン二郎 三田本店直系の支店です。

※麺カタカタ、麺カタ、麺少なめ、薄味、油少なめは着席時に伝えて下さい。
※水はセルフ。食券販売機の横に給水機あり。
※レンゲ常備。食後は丼をカウンターの上に。
※メルマガ登録者に行われていた毎月26日のトッピングサービスは現在休止中。
※諸事情により2018年からヤサイマシマシ不可。
※ふりふりカレー及び味玉子は、店主の意向により廃止されました。(公式Twitter 18/10/9の投稿にて確認)",,,https://twitter.com/KaminogeJiro,
42,ラーメン二郎,仙台店,ラーメン二郎 仙台店,らーめんじろう,93.957,178,宮城県,仙台市青葉区,立町2-8,38.261651130723216,140.86621153865667,非公開,https://ramendb.supleks.jp/s/53010.html,"11:30～14:30／17:00～21:00
[日] 11:30～19:30",無休,仙台市営地下鉄東西線『大町西公園駅』（355m）,"小ラーメン 790円（300g）
小豚ラーメン 990円
大ラーメン 890円
大ラーメン豚 1040円

キムチ 50円
生卵 50円
生姜 50円
黒烏龍茶 180円
ブタ1枚 50円
玉ねぎ 100円
チーズ 100円

麺マシ（50円以上の募金お願いします）g指定制。

夏季限定 つけ麺(現金にてプラス￥100）

（2021年7月3日現在）","※券売機で食券を先に購入してから列に並ぶようになっています。

直系37店舗目にして東北地方初のラーメン二郎。
ラーメン二郎 八王子野猿街道店2やラーメン二郎 新小金井街道店で修業を積んだ原田氏が店主です。",,,https://twitter.com/jiro_sendai1023,
