id_tabe,shop_name_tabe,tabelog_url_tabe,rating_value_tabe,rating_cnt_tabe,post_code_tabe,addr_region_tabe,addr_local_tabe,street_addr_tabe,latitude_tabe,longitude_tabe,tel_tabe,eigyo_info_tabe,nearest_station_tabe,homepage_tabe,official_account_tabe
183,豚島,https://tabelog.com/tokyo/A1317/A131703/13242897/,3.35,42,1520035,東京都,目黒区,自由が丘2-14-2,35.60718721753898,139.6666240597356,不明の為情報お待ちしております,不定休,自由が丘駅,,https://www.instagram.com/butajima_jiyugaoka/
184,ラーメン ノックアウト,https://tabelog.com/tokyo/A1324/A132404/13262445/,3.08,10,1210062,東京都,足立区,南花畑5-22-6,35.79834682981906,139.81311670331067,不明の為情報お待ちしております,火曜日,六町駅,,https://twitter.com/Z6jmJOMoX4BqLKL
185,ラーメンいつき,https://tabelog.com/tokyo/A1322/A132202/13191789/,3.43,48,1700014,東京都,豊島区,池袋3-15-12,35.735237453873,139.70093587003245,03-5926-7884,水曜日・日曜日,要町駅,https://www.ramenitsuki.com,
185,ラーメンいつき,https://tabelog.com/tokyo/A1322/A132202/13191789/,3.43,48,1700014,東京都,豊島区,池袋3-15-12,35.735237453873,139.70093587003245,03-5926-7884,水曜日・日曜日,要町駅,https://www.ramenitsuki.com,
187,龍麺 ふえ郎,https://tabelog.com/yamanashi/A1901/A190101/19008906/,3.33,32,4000851,山梨県,甲府市,住吉5-3-6,35.636486219290376,138.58027987597285,不明の為情報お待ちしております,月曜日  金曜日,南甲府駅,,https://twitter.com/fuerou
188,ラーメン豚山　 大森店,https://tabelog.com/tokyo/A1315/A131502/13244890/,3.27,30,1430023,東京都,大田区,山王2-2-6,35.588086988400384,139.72737878236043,03-6303-8825,無休,大森駅,,https://twitter.com/butayamabutako
189,ジャンクガレッジ イオン北戸田店,https://tabelog.com/saitama/A1102/A110202/11026471/,3.08,71,3350032,埼玉県,戸田市,美女木東1-3-1 イオンモール北戸田 2Ｆ　フードコート内,35.826620171899606,139.65279149432428,不明の為情報お待ちしております,年中無休(イオンに順ずる),北戸田駅,,
190,立川マシマシ　ロイヤルスープ,https://tabelog.com/tokyo/A1327/A132701/13185774/,3.47,64,1950071,東京都,町田市,金井町2005-1,35.57758834004196,139.47012563058504,不明の為情報お待ちしております,火曜日,鶴川駅,,https://twitter.com/TachikawaMashi2?s=03
191,ジャンクガレッジ しらこばと公園前店,https://tabelog.com/saitama/A1102/A110203/11045998/,3.05,24,3430802,埼玉県,越谷市,小曽川324-3,35.919208111295795,139.75192233193422,048-971-6467,無休,大袋駅,,
192,ラーメンボーイズ,https://tabelog.com/chiba/A1204/A120401/12050047/,3.32,22,2860033,千葉県,成田市,花崎町846-16,35.77914236828012,140.31474592726383,不明の為情報お待ちしております,土曜日　日曜日,成田駅,,https://twitter.com/Ramenboys_NRT
193,ラーメン タロー 大森の陣,https://tabelog.com/tokyo/A1315/A131502/13138158/,3.52,119,1430016,東京都,大田区,大森北1-3-12,35.58764927972895,139.72865480765066,03-3766-3448,無休,大森駅,http://www.ramentaro.com,https://www.facebook.com/ramentarofb
194,麺屋こうじ,https://tabelog.com/chiba/A1203/A120301/12003779/,3.57,262,2770852,千葉県,柏市,旭町1-4-15,35.86239102102,139.96815337881986,04-7145-4287,無休,柏駅,,
195,ジャンクガレッジ 北浦和店,https://tabelog.com/saitama/A1101/A110102/11028625/,3.08,70,3300061,埼玉県,さいたま市浦和区,常盤9-20-10,35.87097890199173,139.64498371151413,048-826-6506,なし,北浦和駅,http://junk-garage.net/index.html,
196,らーめん  忍者,https://tabelog.com/tokyo/A1310/A131001/13192368/,3.56,176,1010023,東京都,千代田区,神田松永町17-3 秋葉原妙見屋ビル1F,35.70033387352682,139.7752149193007,03-5207-2779,無し,秋葉原駅,,
197,らーめん旭郎山,https://tabelog.com/chiba/A1201/A120105/12023862/,3.54,101,2660026,千葉県,千葉市緑区,古市場町547-3,35.54610548457349,140.14754276513472,043-420-8371,無休,浜野駅,,https://www.instagram.com/kyokurouzn
198,麺家 ぶんすけ,https://tabelog.com/tokyo/A1311/A131102/13072789/,3.53,87,1110033,東京都,台東区,花川戸2-15-6 第1サンライズM102,35.714851395401,139.80175399126523,03-3842-4147,水曜日,浅草駅（東武・都営・メトロ）,,
199,ラーメン ヒカリ,https://tabelog.com/tochigi/A0902/A090203/9017775/,3.17,20,3230811,栃木県,小山市,犬塚8-9-5,36.2996185162999,139.83045301740242,不明の為情報お待ちしております,無休,小田林駅,,https://twitter.com/ramen_hikari
200,らーめん バリ男,https://tabelog.com/tokyo/A1301/A130103/13112970/,3.61,348,1050003,東京都,港区,西新橋1-21-1,35.668467159486816,139.7522977342166,03-6273-3933,年中無休（年末年始除く）,虎ノ門駅,http://www.bario.co.jp/,
202,立川マシマシ 9号店,https://tabelog.com/aichi/A2301/A230101/23065018/,3.48,144,4510045,愛知県,名古屋市西区,名駅1-1-16,35.17382927423655,136.88120100581858,052-561-7533,年中無休,名古屋駅,http://hikari-food-service.jp/about/,https://twitter.com/tachikawamashi2
203,ラーメン神豚 横須賀中央店,https://tabelog.com/kanagawa/A1406/A140601/14041120/,3.54,127,2380007,神奈川県,横須賀市,若松町1-2 三橋ビル　1F,35.27966981073677,139.67072355707694,046-874-6911,"水曜日不定休

2020年の年末は12月29日 15時まで。
年末年始休業を挟み
2021年の年始は1月4日から。

詳細は公式Twitter参照",横須賀中央駅,http://ootsuya-631.co.jp/kamibuta/index.html,
204,瞠 池袋本店,https://tabelog.com/tokyo/A1305/A130501/13003877/,3.59,586,1700013,東京都,豊島区,東池袋1-31-16 東商ビル３　１Ｆ,35.7318386448263,139.71649973394256,03-3971-7974,無休,池袋駅,http://miharu.tokyo/,https://www.facebook.com/301278673220950/?ref=bookmarks
205,北海道マルハ酒場 御徒町一号店,https://tabelog.com/tokyo/A1311/A131101/13146059/,3.58,194,1100005,東京都,台東区,上野5-25-8 御徒町グランディアビル 1F,35.70735340265434,139.77533875249114,03-5816-2911,無休 ※但し年末年始の12/31～1/3はお休みとさせていただきます１,御徒町駅,http://maruha-karubi.com/,
206,ぎょうてん屋 町田店,https://tabelog.com/tokyo/A1327/A132701/13022216/,3.48,162,1940013,東京都,町田市,原町田4-11-14,35.54251643950569,139.44871013502464,042-724-5444,無休,町田駅,http://www.gyoutenramen.com/,
207,手打ち工房 凌駕,https://tabelog.com/yamanashi/A1901/A190101/19000611/,3.58,146,4000043,山梨県,甲府市,国母5-6-5,35.63892128389438,138.5511813471545,055-226-1199,木曜日,国母駅,,
208,豚らーめん ミドリカワ,https://tabelog.com/kanagawa/A1408/A140801/14084688/,3.42,25,2430432,神奈川県,海老名市,中央3-2-9,35.450000050162316,139.39104946113912,不明の為情報お待ちしております,月曜日(祝日でも休み),海老名駅,,https://twitter.com/midorikawaebina
209,ラーメン緑山,https://tabelog.com/tokyo/A1322/A132205/13261797/,3.09,19,1740045,東京都,板橋区,西台2-39-5 石田ビル 1F,35.78073474622878,139.66549810724558,不明の為情報お待ちしております,月曜日、木曜日,西台駅,,https://twitter.com/ramenmidoriyama
210,ジャンクガレッジ 川越小堤店,https://tabelog.com/saitama/A1103/A110303/11047621/,3.02,9,3500811,埼玉県,川越市,小堤183-1,35.936073914528805,139.44000579337154,不明の為情報お待ちしております,無休,霞ケ関駅,http://www.junk-garage.net/,https://www.facebook.com/JunkGarage/
211,麺屋 白神,https://tabelog.com/gifu/A2102/A210204/21000141/,3.69,314,5013256,岐阜県,関市,巾2-144-6,35.485491115000606,136.8863647297629,070-8406-7115,月曜、第３火曜日,関駅,http://ameblo.jp/hakushin301/,https://twitter.com/hakushin123
212,ダイサン,https://tabelog.com/gunma/A1002/A100202/10018902/,3.46,39,3720812,群馬県,伊勢崎市,連取町2361-3,36.307354184072686,139.18452713864903,0270-25-8288,水曜日,新伊勢崎駅,,
213,ラーメン伝次平,https://tabelog.com/gunma/A1001/A100102/10021065/,3.38,33,3700069,群馬県,高崎市,飯塚町348-2,36.34512263193731,139.00888748657576,不明の為情報お待ちしております,火曜日,高崎問屋町駅,,https://twitter.com/@denjibei
214,肉汁らーめん 公,https://tabelog.com/tokyo/A1314/A131405/13126798/,3.46,167,1400001,東京都,品川区,北品川2-25-10,35.618882890112964,139.7449414614378,03-6433-9952,無休,新馬場駅,,
215,ジャンクガレッジ  狭山店,https://tabelog.com/saitama/A1106/A110602/11045506/,3.04,22,3501306,埼玉県,狭山市,富士見1-28-7 ゲオ狭山店前,35.85164172604752,139.41790346082433,04-2946-8656,日曜営業,狭山市駅,http://www.junk-garage.net/,
216,らーめん よこ田,https://tabelog.com/saitama/A1107/A110701/11053219/,3.19,13,3680042,埼玉県,秩父市,東町21-2,35.992545537369615,139.0835797389065,不明の為情報お待ちしております,月、火曜日,御花畑駅,,https://twitter.com/tth2py5knqyei3l
217,ラーメン 山崎,https://tabelog.com/tochigi/A0902/A090203/9017941/,3.36,23,3230807,栃木県,小山市,城東7-18-2 アペックス 1F,36.30778024544867,139.82039736563127,不明の為情報お待ちしております,月曜日,小山駅,,https://twitter.com/ramenyamazaki
218,ラーメン二郎 新宿歌舞伎町店,https://tabelog.com/tokyo/A1304/A130401/13200815/,3.62,282,1600021,東京都,新宿区,歌舞伎町2-37-5 日新ビル 1F,35.696129987469035,139.7019264772306,03-3205-1726,水曜日,西武新宿駅,http://www.ramen-jiro.com/kabujiro.html,
219,メガガンジャ,https://tabelog.com/saitama/A1103/A110303/11024899/,3.40,102,3501122,埼玉県,川越市,脇田町5-5,35.90969080541732,139.4821187883961,非公開,月曜（祝日営業、翌日代休）,川越駅,http://www.ganja.co.jp/,https://www.facebook.com/GanjaKawagoe/
220,らーめん影武者 別館,https://tabelog.com/tokyo/A1311/A131101/13253971/,3.14,12,1010021,東京都,千代田区,外神田3-4-1,35.70128950429825,139.7694700746327,不明の為情報お待ちしております,無休,末広町駅,,
221,ラーメン タロー 五反田の陣,https://tabelog.com/tokyo/A1316/A131603/13180519/,3.49,124,1410031,東京都,品川区,西五反田8-4-15,35.62280124645057,139.7225442522266,03-6431-9219,無休,大崎広小路駅,,https://www.facebook.com/ramentarofb
222,らーめん大 練馬店,https://tabelog.com/tokyo/A1321/A132102/13091900/,3.30,142,1760012,東京都,練馬区,豊玉北5-32-9 フォレストヒラキ　１F,35.736926709886966,139.65278423568833,03-3948-4812,無休,練馬駅,,
223,ラーメン フクロウ,https://tabelog.com/osaka/A2701/A270205/27114247/,3.64,78,5430024,大阪府,大阪市天王寺区,舟橋町15-24,34.66630586134536,135.52911211068005,06-7221-0640,日曜営業,鶴橋駅,,https://twitter.com/ramenfukurou
224,ほうきぼし+ 神田店,https://tabelog.com/tokyo/A1310/A131002/13151919/,3.61,356,1010047,東京都,千代田区,内神田3-19-9,35.69225715877409,139.7707126095282,03-3251-8053, 日曜日,神田駅,http://houkibosi.dip.jp/,
225,立川 田田,https://tabelog.com/tokyo/A1329/A132901/13201565/,3.50,79,1900023,東京都,立川市,柴崎町2-3-2,35.69651542904447,139.41151252277754,042-595-6664,無休,立川南駅,http://iekei-yamatoya.com/,
226,ラーメン 富士丸 東浦和店,https://tabelog.com/saitama/A1102/A110201/11053947/,3.51,55,3330861,埼玉県,川口市,柳崎5-1-58,35.857185580164874,139.70430386449564,不明の為情報お待ちしております,無し,東浦和駅,,https://twitter.com/fujimarudoku1
227,ラーメン タロー 大森の陣,https://tabelog.com/tokyo/A1315/A131502/13138158/,3.52,119,1430016,東京都,大田区,大森北1-3-12,35.58764927972895,139.72865480765066,03-3766-3448,無休,大森駅,http://www.ramentaro.com,https://www.facebook.com/ramentarofb
228,ジャンクガレッジ 熊谷店,https://tabelog.com/saitama/A1105/A110501/11025362/,3.11,70,3600824,埼玉県,熊谷市,見晴町18,36.14249681590002,139.37527833156074,048-524-1377,無休,上熊谷駅,http://junk-garage.net/,
229,狼煙屋,https://tabelog.com/tokyo/A1328/A132805/13010221/,3.56,139,2070004,東京都,東大和市,清水6-1257-17,35.74612097937679,139.44462554437018,042-566-5687,水曜,武蔵大和駅,,
230,大高山 龍ヶ崎・牛久店,https://tabelog.com/ibaraki/A0803/A080302/8021032/,3.32,26,3001214,茨城県,牛久市,女化町5-3,35.93636450291206,140.17518944528817,0298-86-6977,年中無休,入地駅,,
231,ゴリラーメン,https://tabelog.com/saitama/A1101/A110101/11030051/,3.53,90,3300845,埼玉県,さいたま市大宮区,仲町3-24,35.90526467895464,139.62906651041192,不明の為情報お待ちしております,年中無休,大宮駅,,
232,麺屋 どんぶら来 柏店,https://tabelog.com/chiba/A1203/A120301/12048216/,3.22,19,2770005,千葉県,柏市,柏3-5-10 長田ビル 1F,35.859822806966875,139.97515847084804,04-7168-0503,不定休,柏駅,https://life-style-design.net/donburako/,https://twitter.com/donburako_ramen
233,JUNK NOODLE FACTORY,https://tabelog.com/chiba/A1201/A120105/12051868/,3.14,17,2660032,千葉県,千葉市緑区,おゆみ野中央3-23-2,35.55152142049511,140.17067753887878,043-312-3135,水曜日,おゆみ野駅,,https://www.instagram.com/kyokurouzn?igshid=15thk5kfsxbgk
234,らーめん大 平井店,https://tabelog.com/tokyo/A1312/A131202/13109067/,3.19,85,1320035,東京都,江戸川区,平井5-12-5,35.70702180028907,139.840600292239,03-5630-7702,日曜営業,平井駅,http://www.food-ff.com ,
235,ラーメン 豚山 横浜西口店,https://tabelog.com/kanagawa/A1401/A140101/14078246/,3.35,42,2200005,神奈川県,横浜市西区,南幸2-9-1,35.46333869661683,139.61787612018406,045-534-5708,無休,平沼橋駅,https://www.gift-group.co.jp/butayama/,https://twitter.com/butayamabutako
236,麺屋 桐龍 久喜店,https://tabelog.com/saitama/A1104/A110402/11056257/,3.06,6,3460011,埼玉県,久喜市,青毛1300-2,36.07141049174447,139.6911167630442,不明の為情報お待ちしております,無休,久喜駅,,https://twitter.com/menyakiryukuki
237,北習大勝軒,https://tabelog.com/chiba/A1202/A120201/12000091/,3.49,93,2740063,千葉県,船橋市,習志野台2-2-14,35.72230041286382,140.04132737800487,047-469-8815,毎週月曜日　※祝日の場合、昼のみ営業。翌日（火曜）を休みします,北習志野駅,http://www.kitanara-taishouken.com/,
238,らーめん じろきん,https://tabelog.com/tochigi/A0901/A090101/9016616/,3.08,16,3210961,栃木県,宇都宮市,今泉新町200,36.57313653260039,139.91281413960706,不明の為情報お待ちしております,木曜日,宇都宮駅,,
239,ハングリーピッグ,https://tabelog.com/kanagawa/A1401/A140104/14048741/,3.52,100,2310056,神奈川県,横浜市中区,若葉町2-15 共同ビル1F,35.442364185262306,139.62873312866,非公開,不定休。臨時休業もあり。Twitterにてお知らせいたします。,日ノ出町駅,,https://twitter.com/hungrypig2012
240,ラーメン異国龍,https://tabelog.com/ibaraki/A0802/A080201/8022698/,3.17,12,3050005,茨城県,つくば市,天久保2-20-7,36.097312854985326,140.1122458735008,029-845-6194,月曜日,つくば駅,,
241,らーめん  破ぐん星,https://tabelog.com/saitama/A1102/A110203/11047129/,3.39,26,3430045,埼玉県,越谷市,下間久里390-5,35.92589391118463,139.79094794970095,090-3809-0259,火曜日、不定休,大袋駅,https://ameblo.jp/ri-zeman/,
242,麺屋 承太郎,https://tabelog.com/gunma/A1001/A100102/10019183/,3.47,52,3700044,群馬県,高崎市,岩押町7-13,36.32147424976112,139.02030818245834,080-5031-1062,なし,高崎駅（ＪＲ）,,https://twitter.com/menya_joutarou
244,凛 渋谷店,https://tabelog.com/tokyo/A1303/A130301/13121071/,3.45,161,1500000,東京都,渋谷区,宇多川町6-20 パラシオン渋谷 1F,35.66294706450294,139.6971550679646,非公開,日曜営業,渋谷駅,,https://twitter.com/rin_nosta_
245,常勝軒 本庄店,https://tabelog.com/saitama/A1105/A110504/11006244/,3.48,74,3670055,埼玉県,本庄市,若泉3-4-4,36.24827081132574,139.1862377724428,0495-22-8666,日曜営業,本庄駅,https://ameblo.jp/jyoushouken/,
245,常勝軒 本庄店,https://tabelog.com/saitama/A1105/A110504/11006244/,3.48,74,3670055,埼玉県,本庄市,若泉3-4-4,36.24827081132574,139.1862377724428,0495-22-8666,日曜営業,本庄駅,https://ameblo.jp/jyoushouken/,
247,りらくしん,https://tabelog.com/tokyo/A1318/A131813/13013897/,3.58,131,1540021,東京都,世田谷区,豪徳寺1-5-1,35.65049447507725,139.64758781341533,不明の為情報お待ちしております,日曜、月曜,豪徳寺駅,,https://twitter.com/@relaxin666 
248,山勝 角ふじ 総本店,https://tabelog.com/chiba/A1203/A120302/12041411/,3.19,22,2700034,千葉県,松戸市,新松戸2-22 TSビル 1F,35.824731440610854,139.9205946180409,047-711-9333,無休,新松戸駅,,
249,麺 五六,https://tabelog.com/kanagawa/A1405/A140502/14067692/,3.46,46,2100853,神奈川県,川崎市川崎区,田島町12-6,35.51602935914323,139.7081092559128,不明の為情報お待ちしております,月曜日（月曜日が祝日の場合、翌日火曜日を定休日）,小田栄駅,,https://www.facebook.com/麺-五六-1956629167890209/
250,ゴル麺。 横浜本店,https://tabelog.com/kanagawa/A1401/A140101/14038854/,3.53,198,2200005,神奈川県,横浜市西区,南幸2-18-1 1Ｆ,35.46389859888617,139.6157096076671,045-548-8323,無休（臨時休業有）,平沼橋駅,http://www.golmen.jp/,
251,らーめん いごっそう,https://tabelog.com/tokyo/A1321/A132105/13126788/,3.47,63,1770053,東京都,練馬区,関町南4-25-18,35.72291115218663,139.5668375744075,非公開,日曜日·月曜日·祝日,東伏見駅,,
252,ジャンクガレッジ 白岡店,https://tabelog.com/saitama/A1104/A110402/11038040/,3.06,33,3490205,埼玉県,白岡市,西10-1-6,36.024247538461765,139.65223788792957,0480-38-6226,無休,白岡駅,,
253,ラーメン凛 砂町店,https://tabelog.com/tokyo/A1312/A131202/13146287/,3.50,58,1360074,東京都,江東区,東砂1-6-8,35.681293446252766,139.84089534120443,非公開,火曜日・不定休,大島駅,,
254,ばんぶる 西浦和店,https://tabelog.com/saitama/A1101/A110102/11005773/,3.22,42,3360032,埼玉県,さいたま市南区,四谷1-2-1,35.84023863918258,139.6325333830729,048-836-1180,火曜日,西浦和駅,http://www.jincle.com/shop/banburu/,
255,麺屋信玄,https://tabelog.com/saitama/A1103/A110304/11006286/,3.43,41,3502227,埼玉県,鶴ヶ島市,新町3-1-21,35.93531616466164,139.37335275267677,049-271-2700,木曜日&amp;第三水曜日 ,一本松駅,http://shingen.sengoku-jidai.com/,
256,ラーメン 盛太郎 神保町店,https://tabelog.com/tokyo/A1310/A131003/13235542/,3.47,44,1010052,東京都,千代田区,神田小川町3-20-7,35.69656264472416,139.76128680521896,不明の為情報お待ちしております,無休,神保町駅,https://moritarou.biz/,
257,恵比寿ブタメン 早稲田店,https://tabelog.com/tokyo/A1305/A130504/13232367/,3.19,28,1620042,東京都,新宿区,早稲田町9-1 コーポプレジデント 1F,35.705475751500266,139.72338204282985,070-1007-6951,無し,早稲田駅（メトロ）,https://waseda.butamen.com/,https://twitter.com/butamen0316
258,らーめん Pit,https://tabelog.com/tokyo/A1323/A132301/13202835/,3.37,33,1130021,東京都,文京区,本駒込6-4-4 1F,35.730310095360515,139.74247431380024,非公開,火曜日,千石駅,,
259,ラーメン 神豚 六浦関東学院前店,https://tabelog.com/kanagawa/A1401/A140310/14044444/,3.51,74,2360037,神奈川県,横浜市金沢区,六浦東1-1-5,35.322437982403414,139.6206407112442,045-353-8780,水曜日,六浦駅,,
260,ラーメン神豚 横須賀中央店,https://tabelog.com/kanagawa/A1406/A140601/14041120/,3.54,127,2380007,神奈川県,横須賀市,若松町1-2 三橋ビル　1F,35.27966981073677,139.67072355707694,046-874-6911,"水曜日不定休

2020年の年末は12月29日 15時まで。
年末年始休業を挟み
2021年の年始は1月4日から。

詳細は公式Twitter参照",横須賀中央駅,http://ootsuya-631.co.jp/kamibuta/index.html,
261,山勝角ふじ 南流山店,https://tabelog.com/chiba/A1203/A120305/12006417/,3.51,72,2700163,千葉県,流山市,南流山5-14-6,35.844110930378775,139.89873470790403,04-7192-7351,年中無休（ただし年末年始のみ休みアリ。要問い合わせ）,平和台駅,http://miyabikai.com/,
262,豚男爵,https://tabelog.com/ibaraki/A0802/A080201/8020318/,3.27,25,3002633,茨城県,つくば市,遠東1371-1,36.10355752041749,140.06772011717783,不明の為情報お待ちしております,月曜日,研究学園駅,,
263,高木のぶぅ,https://tabelog.com/tokyo/A1328/A132806/13211579/,3.45,47,1890001,東京都,東村山市,秋津町5-13-21,35.77741737189931,139.49335172338962,042-407-6407,無休,新秋津駅,,https://www.facebook.com/高木のぶぅ-1466671770093910/
264,ラーメン　いち大,https://tabelog.com/gunma/A1001/A100102/10014332/,3.46,47,3700801,群馬県,高崎市,上並榎町301,36.34333026245583,138.98948140299518,027-362-8988,水曜・日曜,北高崎駅,,
265,麺でる 多摩センター店,https://tabelog.com/tokyo/A1327/A132702/13140659/,3.40,59,2060031,東京都,多摩市,豊ヶ丘1-21-6,35.627358976156266,139.4296469785798,不明の為情報お待ちしております,年中無休,京王多摩センター駅,,
266,ジャンクガレッジ 和光市駅南口店,https://tabelog.com/saitama/A1103/A110301/11049691/,3.05,25,3510114,埼玉県,和光市,本町9-40 志幸36SORAN 1F,35.78731057901916,139.61031766499005,048-423-4636,無休,和光市駅,http://www.junk-garage.net/,
267,ラーメン 大 蒲田店,https://tabelog.com/tokyo/A1315/A131503/13040594/,3.53,213,1440052,東京都,大田区,蒲田5-1-5,35.564066875345624,139.7169443659781,03-3731-9826,無休,蒲田駅,http://www.food-ff.com,
268,麺や あかつき,https://tabelog.com/tokyo/A1323/A132301/13101082/,3.50,97,1700003,東京都,豊島区,駒込1-16-10 Ｒｏｕｘ　Ｂｉｌ １Ｆ,35.73527305931032,139.75171776207335,非公開,日曜営業,駒込駅,,
269,ラーメン大 堀切店,https://tabelog.com/tokyo/A1324/A132403/13023113/,3.44,91,1240006,東京都,葛飾区,堀切4-57-14,35.748526013208775,139.82705200649286,03-3602-7073,無休,堀切菖蒲園駅,http://www.food-ff.com/shop/horikiri.html,
271,ラーメン 力丸,https://tabelog.com/aichi/A2301/A230101/23033759/,3.49,214,4530002,愛知県,名古屋市中村区,名駅4-4-17 北斗ビル　１Ｆ,35.16987597797368,136.8859906812129,052-583-5211,無休,名鉄名古屋駅,http://josuiramen.jp/,
272,本八幡　健勝軒,https://tabelog.com/chiba/A1202/A120202/12036032/,3.31,37,2720023,千葉県,市川市,南八幡4-3-13,35.72126704792469,139.92610503520174,047-712-5688,無し,本八幡駅,,https://twitter.com/@G3Ys8
273,ラーメン やまや本店,https://tabelog.com/chiba/A1201/A120104/12040101/,3.45,47,2630022,千葉県,千葉市稲毛区,弥生町2-21,35.62356642848037,140.10341341918456,不明の為情報お待ちしております,日曜,西千葉駅,,https://twitter.com/yamaya_ncb
274,肉そば 千,https://tabelog.com/tokyo/A1319/A131907/13163969/,3.28,30,1670053,東京都,杉並区,西荻南3-7-7,35.70259447884505,139.6010739998256,不明の為情報お待ちしております,日曜,西荻窪駅,,
275,立川マシマシ 東金市役所ご近所店,https://tabelog.com/chiba/A1205/A120503/12046264/,3.39,39,2830068,千葉県,東金市,東岩崎1-15 1F,35.559317631647446,140.36726918634434,不明の為情報お待ちしております,無休（年末年始除）,東金駅,,https://twitter.com/TachikawaMashi2
276,伏竜 本店,https://tabelog.com/saitama/A1103/A110301/11029430/,3.05,33,3520016,埼玉県,新座市,馬場1-8-5,35.781391664806314,139.57262356799853,048-423-2991,年中無休,新座駅,http://yusyoken.taisyouken.jp/,
277,ラーメン 豚が如く,https://tabelog.com/saitama/A1102/A110204/11051619/,3.12,9,3440067,埼玉県,春日部市,中央1-10-11,35.98007324489384,139.7506115828945,不明の為情報お待ちしております,日曜日,春日部駅,,https://twitter.com/butagagotoku
278,雷神 角ふじ,https://tabelog.com/chiba/A1201/A120101/12031074/,3.45,61,2600822,千葉県,千葉市中央区,蘇我3-1-10,35.569503501965976,140.12960789955807,043-266-8687,水曜,蘇我駅,http://www.kouji-dream.com/,
279,麺屋三郎,https://tabelog.com/aichi/A2302/A230201/23053548/,3.59,104,4940003,愛知県,一宮市,三条字四反田79-5,35.31140137064394,136.75732401754559,不明の為情報お待ちしております,月曜日ディナータイム、火曜日,奥町駅,http://ameblo.jp/yaodaisannan326-0810/,
280,ラーメン 豚んち,https://tabelog.com/kanagawa/A1404/A140407/14054042/,3.44,49,2540045,神奈川県,平塚市,見附町1-31,35.32928743410649,139.34494440354393,0463-74-6080,水曜日,平塚駅,,https://twitter.com/budanchi
281,自家製太麺 ドカ盛 マッチョ 三ノ宮店,https://tabelog.com/hyogo/A2801/A280101/28029506/,3.54,149,6500012,兵庫県,神戸市中央区,北長狭通1-3-13,34.693844818081146,135.192743500337,非公開,日曜営業,三宮駅（神戸市営）,,
282,めん家　一麺惚,https://tabelog.com/aichi/A2303/A230301/23066291/,3.31,28,4850041,愛知県,小牧市,小牧2-57,35.293975913539185,136.92660215020285,090-5119-6194,水曜日,小牧駅,,
283,Kaeru,https://tabelog.com/tokyo/A1319/A131902/13097621/,3.57,191,1640001,東京都,中野区,中野5-56-12 1F,35.708414716185004,139.66620443388686,03-5380-5910,日曜日,中野駅,,
284,松木 田田,https://tabelog.com/tokyo/A1329/A132904/13232487/,3.30,22,1920362,東京都,八王子市,松木15-10,35.62583181178331,139.39180185859323,042-678-2011,日曜営業,京王堀之内駅,http://iekei-yamatoya.com/,
285,麺屋 もりの,https://tabelog.com/chiba/A1202/A120201/12047008/,3.14,19,2730042,千葉県,船橋市,前貝塚町565-13,35.72253568326221,139.98296858761262,不明の為情報お待ちしております,水曜日,塚田駅,,https://twitter.com/morinokoki
286,ラーメン豚珍,https://tabelog.com/tochigi/A0901/A090101/9013262/,3.17,17,3210954,栃木県,宇都宮市,元今泉4-2-10 元今泉ハイタウン 1F,36.56228676947965,139.9076453461955,028-666-7458,※火曜日定休,宇都宮駅,,https://www.facebook.com/ramen.tonchin
287,一麺惚 守護神,https://tabelog.com/ibaraki/A0806/A080602/8020406/,3.05,6,3091116,茨城県,筑西市,横塚913-1,36.31956138564268,140.00552283744364,不明の為情報お待ちしております,月曜日,下館駅,,
288,豚骨ラーメン 幸豚,https://tabelog.com/kanagawa/A1401/A140305/14074271/,3.38,26,2450062,神奈川県,横浜市戸塚区,汲沢町1169-3,35.39148802759077,139.52126411860328,不明の為情報お待ちしております,日曜営業,戸塚駅,,
289,ラーメン パワースポット 厚木店,https://tabelog.com/kanagawa/A1408/A140802/14058074/,3.43,39,2430816,神奈川県,厚木市,林1-26-1,35.45442858464892,139.350169874509,046-259-5652,月曜,本厚木駅,https://mobile.twitter.com/powerspot2929,
290,らーめん大 汐留店,https://tabelog.com/tokyo/A1301/A130103/13121246/,3.35,158,1050021,東京都,港区,東新橋1-2-11 三陸ビル　1F,35.66441104632361,139.75914818537166,非公開,土曜、日曜定休日,汐留駅,,
291,ラーメン 豚山 元住吉店,https://tabelog.com/kanagawa/A1405/A140504/14076127/,3.35,47,2110025,神奈川県,川崎市中原区,木月2-5-2,35.56473821822338,139.65481032862743,044-872-7335,無休,元住吉駅,https://www.gift-group.co.jp/butayama/,https://twitter.com/butayamabutako
292,らーめん こじろう 526 鶴見店,https://tabelog.com/kanagawa/A1401/A140211/14052846/,3.38,21,2300078,神奈川県,横浜市鶴見区,岸谷2-13-7,35.49708417839679,139.66126485193973,非公開,月曜　第3火曜,生麦駅,,
293,ラーメン赤沼  熊谷店,https://tabelog.com/saitama/A1105/A110501/11053298/,3.08,10,3600846,埼玉県,熊谷市,拾六間985,36.16514057392496,139.31561224426292,不明の為情報お待ちしております,月曜　第3火曜,籠原駅,,
