id_tabe,shop_name_tabe,tabelog_url_tabe,rating_value_tabe,rating_cnt_tabe,post_code_tabe,addr_region_tabe,addr_local_tabe,street_addr_tabe,latitude_tabe,longitude_tabe,tel_tabe,eigyo_info_tabe,nearest_station_tabe,homepage_tabe,official_account_tabe
236,ラーメン 豚山 横浜西口店,https://tabelog.com/kanagawa/A1401/A140101/14078246/,3.35,42,2200005,神奈川県,横浜市西区,南幸2-9-1,35.46333869661683,139.61787612018406,045-534-5708,無休,平沼橋駅,https://www.gift-group.co.jp/butayama/,https://twitter.com/butayamabutako
237,麺屋 桐龍 久喜店,https://tabelog.com/saitama/A1104/A110402/11056257/,3.06,6,3460011,埼玉県,久喜市,青毛1300-2,36.07141049174447,139.6911167630442,不明の為情報お待ちしております,無休,久喜駅,,https://twitter.com/menyakiryukuki
238,北習大勝軒,https://tabelog.com/chiba/A1202/A120201/12000091/,3.49,93,2740063,千葉県,船橋市,習志野台2-2-14,35.72230041286382,140.04132737800487,047-469-8815,毎週月曜日　※祝日の場合、昼のみ営業。翌日（火曜）を休みします,北習志野駅,http://www.kitanara-taishouken.com/,
239,らーめん じろきん,https://tabelog.com/tochigi/A0901/A090101/9016616/,3.08,16,3210961,栃木県,宇都宮市,今泉新町200,36.57313653260039,139.91281413960706,不明の為情報お待ちしております,木曜日,宇都宮駅,,
240,ハングリーピッグ,https://tabelog.com/kanagawa/A1401/A140104/14048741/,3.52,100,2310056,神奈川県,横浜市中区,若葉町2-15 共同ビル1F,35.442364185262306,139.62873312866,非公開,不定休。臨時休業もあり。Twitterにてお知らせいたします。,日ノ出町駅,,https://twitter.com/hungrypig2012
241,ラーメン異国龍,https://tabelog.com/ibaraki/A0802/A080201/8022698/,3.17,12,3050005,茨城県,つくば市,天久保2-20-7,36.097312854985326,140.1122458735008,029-845-6194,月曜日,つくば駅,,
242,らーめん  破ぐん星,https://tabelog.com/saitama/A1102/A110203/11047129/,3.39,26,3430045,埼玉県,越谷市,下間久里390-5,35.92589391118463,139.79094794970095,090-3809-0259,火曜日、不定休,大袋駅,https://ameblo.jp/ri-zeman/,
243,麺屋 承太郎,https://tabelog.com/gunma/A1001/A100102/10019183/,3.47,52,3700044,群馬県,高崎市,岩押町7-13,36.32147424976112,139.02030818245834,080-5031-1062,なし,高崎駅（ＪＲ）,,https://twitter.com/menya_joutarou
245,凛 渋谷店,https://tabelog.com/tokyo/A1303/A130301/13121071/,3.45,161,1500000,東京都,渋谷区,宇多川町6-20 パラシオン渋谷 1F,35.66294706450294,139.6971550679646,非公開,日曜営業,渋谷駅,,https://twitter.com/rin_nosta_
246,常勝軒 本庄店,https://tabelog.com/saitama/A1105/A110504/11006244/,3.48,74,3670055,埼玉県,本庄市,若泉3-4-4,36.24827081132574,139.1862377724428,0495-22-8666,日曜営業,本庄駅,https://ameblo.jp/jyoushouken/,
247,麺屋 みのまる,https://tabelog.com/kanagawa/A1408/A140802/14066284/,3.36,19,2430203,神奈川県,厚木市,下荻野844-1 タプラ下荻野1Ｆ,35.48654253870401,139.34045438271647,046-239-4228,毎週水曜、日曜夜の部,,,
248,りらくしん,https://tabelog.com/tokyo/A1318/A131813/13013897/,3.58,131,1540021,東京都,世田谷区,豪徳寺1-5-1,35.65049447507725,139.64758781341533,不明の為情報お待ちしております,日曜、月曜,豪徳寺駅,,"https://twitter.com/@relaxin666 "
249,山勝 角ふじ 総本店,https://tabelog.com/chiba/A1203/A120302/12041411/,3.19,22,2700034,千葉県,松戸市,新松戸2-22 TSビル 1F,35.824731440610854,139.9205946180409,047-711-9333,無休,新松戸駅,,
250,麺 五六,https://tabelog.com/kanagawa/A1405/A140502/14067692/,3.46,46,2100853,神奈川県,川崎市川崎区,田島町12-6,35.51602935914323,139.7081092559128,不明の為情報お待ちしております,月曜日（月曜日が祝日の場合、翌日火曜日を定休日）,小田栄駅,,https://www.facebook.com/麺-五六-1956629167890209/
251,ゴル麺。 横浜本店,https://tabelog.com/kanagawa/A1401/A140101/14038854/,3.53,198,2200005,神奈川県,横浜市西区,南幸2-18-1 1Ｆ,35.46389859888617,139.6157096076671,045-548-8323,無休（臨時休業有）,平沼橋駅,http://www.golmen.jp/,
252,らーめん いごっそう,https://tabelog.com/tokyo/A1321/A132105/13126788/,3.47,63,1770053,東京都,練馬区,関町南4-25-18,35.72291115218663,139.5668375744075,非公開,日曜日·月曜日·祝日,東伏見駅,,
253,ジャンクガレッジ 白岡店,https://tabelog.com/saitama/A1104/A110402/11038040/,3.06,33,3490205,埼玉県,白岡市,西10-1-6,36.024247538461765,139.65223788792957,0480-38-6226,無休,白岡駅,,
254,ラーメン凛 砂町店,https://tabelog.com/tokyo/A1312/A131202/13146287/,3.50,58,1360074,東京都,江東区,東砂1-6-8,35.681293446252766,139.84089534120443,非公開,火曜日・不定休,大島駅,,
255,ばんぶる 西浦和店,https://tabelog.com/saitama/A1101/A110102/11005773/,3.22,42,3360032,埼玉県,さいたま市南区,四谷1-2-1,35.84023863918258,139.6325333830729,048-836-1180,火曜日,西浦和駅,http://www.jincle.com/shop/banburu/,
256,麺屋信玄,https://tabelog.com/saitama/A1103/A110304/11006286/,3.43,41,3502227,埼玉県,鶴ヶ島市,新町3-1-21,35.93531616466164,139.37335275267677,049-271-2700,"木曜日&amp;第三水曜日 ",一本松駅,http://shingen.sengoku-jidai.com/,
257,ラーメン 盛太郎 神保町店,https://tabelog.com/tokyo/A1310/A131003/13235542/,3.47,44,1010052,東京都,千代田区,神田小川町3-20-7,35.69656264472416,139.76128680521896,不明の為情報お待ちしております,無休,神保町駅,https://moritarou.biz/,
258,恵比寿ブタメン 早稲田店,https://tabelog.com/tokyo/A1305/A130504/13232367/,3.19,28,1620042,東京都,新宿区,早稲田町9-1 コーポプレジデント 1F,35.705475751500266,139.72338204282985,070-1007-6951,無し,早稲田駅（メトロ）,https://waseda.butamen.com/,https://twitter.com/butamen0316
259,らーめん Pit,https://tabelog.com/tokyo/A1323/A132301/13202835/,3.37,33,1130021,東京都,文京区,本駒込6-4-4 1F,35.730310095360515,139.74247431380024,非公開,火曜日,千石駅,,
260,ラーメン 神豚 六浦関東学院前店,https://tabelog.com/kanagawa/A1401/A140310/14044444/,3.51,74,2360037,神奈川県,横浜市金沢区,六浦東1-1-5,35.322437982403414,139.6206407112442,045-353-8780,水曜日,六浦駅,,
261,ラーメン神豚 横須賀中央店,https://tabelog.com/kanagawa/A1406/A140601/14041120/,3.54,127,2380007,神奈川県,横須賀市,若松町1-2 三橋ビル　1F,35.27966981073677,139.67072355707694,046-874-6911,"水曜日不定休

2020年の年末は12月29日 15時まで。
年末年始休業を挟み
2021年の年始は1月4日から。

詳細は公式Twitter参照",横須賀中央駅,http://ootsuya-631.co.jp/kamibuta/index.html,
262,山勝角ふじ 南流山店,https://tabelog.com/chiba/A1203/A120305/12006417/,3.51,72,2700163,千葉県,流山市,南流山5-14-6,35.844110930378775,139.89873470790403,04-7192-7351,年中無休（ただし年末年始のみ休みアリ。要問い合わせ）,平和台駅,http://miyabikai.com/,
263,豚男爵,https://tabelog.com/ibaraki/A0802/A080201/8020318/,3.27,25,3002633,茨城県,つくば市,遠東1371-1,36.10355752041749,140.06772011717783,不明の為情報お待ちしております,月曜日,研究学園駅,,
264,高木のぶぅ,https://tabelog.com/tokyo/A1328/A132806/13211579/,3.45,47,1890001,東京都,東村山市,秋津町5-13-21,35.77741737189931,139.49335172338962,042-407-6407,無休,新秋津駅,,https://www.facebook.com/高木のぶぅ-1466671770093910/
265,ラーメン　いち大,https://tabelog.com/gunma/A1001/A100102/10014332/,3.46,47,3700801,群馬県,高崎市,上並榎町301,36.34333026245583,138.98948140299518,027-362-8988,水曜・日曜,北高崎駅,,
266,麺でる 多摩センター店,https://tabelog.com/tokyo/A1327/A132702/13140659/,3.40,59,2060031,東京都,多摩市,豊ヶ丘1-21-6,35.627358976156266,139.4296469785798,不明の為情報お待ちしております,年中無休,京王多摩センター駅,,
267,ジャンクガレッジ 和光市駅南口店,https://tabelog.com/saitama/A1103/A110301/11049691/,3.05,25,3510114,埼玉県,和光市,本町9-40 志幸36SORAN 1F,35.78731057901916,139.61031766499005,048-423-4636,無休,和光市駅,http://www.junk-garage.net/,
268,ラーメン 大 蒲田店,https://tabelog.com/tokyo/A1315/A131503/13040594/,3.53,213,1440052,東京都,大田区,蒲田5-1-5,35.564066875345624,139.7169443659781,03-3731-9826,無休,蒲田駅,http://www.food-ff.com,
269,麺や あかつき,https://tabelog.com/tokyo/A1323/A132301/13101082/,3.50,98,1700003,東京都,豊島区,駒込1-16-10 Ｒｏｕｘ　Ｂｉｌ １Ｆ,35.73527305931032,139.75171776207335,非公開,日曜営業,駒込駅,,
270,ラーメン大 堀切店,https://tabelog.com/tokyo/A1324/A132403/13023113/,3.44,91,1240006,東京都,葛飾区,堀切4-57-14,35.748526013208775,139.82705200649286,03-3602-7073,無休,堀切菖蒲園駅,http://www.food-ff.com/shop/horikiri.html,
272,ラーメン 力丸,https://tabelog.com/aichi/A2301/A230101/23033759/,3.49,214,4530002,愛知県,名古屋市中村区,名駅4-4-17 北斗ビル　１Ｆ,35.16987597797368,136.8859906812129,052-583-5211,無休,名鉄名古屋駅,http://josuiramen.jp/,
273,本八幡　健勝軒,https://tabelog.com/chiba/A1202/A120202/12036032/,3.31,37,2720023,千葉県,市川市,南八幡4-3-13,35.72126704792469,139.92610503520174,047-712-5688,無し,本八幡駅,,https://twitter.com/@G3Ys8
274,ラーメン やまや本店,https://tabelog.com/chiba/A1201/A120104/12040101/,3.45,47,2630022,千葉県,千葉市稲毛区,弥生町2-21,35.62356642848037,140.10341341918456,不明の為情報お待ちしております,日曜,西千葉駅,,https://twitter.com/yamaya_ncb
275,肉そば 千,https://tabelog.com/tokyo/A1319/A131907/13163969/,3.28,30,1670053,東京都,杉並区,西荻南3-7-7,35.70259447884505,139.6010739998256,不明の為情報お待ちしております,日曜,西荻窪駅,,
276,立川マシマシ 東金市役所ご近所店,https://tabelog.com/chiba/A1205/A120503/12046264/,3.39,39,2830068,千葉県,東金市,東岩崎1-15 1F,35.559317631647446,140.36726918634434,不明の為情報お待ちしております,無休（年末年始除）,東金駅,,https://twitter.com/TachikawaMashi2
277,伏竜 本店,https://tabelog.com/saitama/A1103/A110301/11029430/,3.05,33,3520016,埼玉県,新座市,馬場1-8-5,35.781391664806314,139.57262356799853,048-423-2991,年中無休,新座駅,http://yusyoken.taisyouken.jp/,
278,ラーメン 豚が如く,https://tabelog.com/saitama/A1102/A110204/11051619/,3.12,9,3440067,埼玉県,春日部市,中央1-10-11,35.98007324489384,139.7506115828945,不明の為情報お待ちしております,日曜日,春日部駅,,https://twitter.com/butagagotoku
279,雷神 角ふじ,https://tabelog.com/chiba/A1201/A120101/12031074/,3.45,61,2600822,千葉県,千葉市中央区,蘇我3-1-10,35.569503501965976,140.12960789955807,043-266-8687,水曜,蘇我駅,http://www.kouji-dream.com/,
280,麺屋三郎,https://tabelog.com/aichi/A2302/A230201/23053548/,3.59,105,4940003,愛知県,一宮市,三条字四反田79-5,35.31140137064394,136.75732401754559,不明の為情報お待ちしております,月曜日ディナータイム、火曜日,奥町駅,http://ameblo.jp/yaodaisannan326-0810/,
281,ラーメン 豚んち,https://tabelog.com/kanagawa/A1404/A140407/14054042/,3.44,49,2540045,神奈川県,平塚市,見附町1-31,35.32928743410649,139.34494440354393,0463-74-6080,水曜日,平塚駅,,https://twitter.com/budanchi
282,自家製太麺 ドカ盛 マッチョ 三ノ宮店,https://tabelog.com/hyogo/A2801/A280101/28029506/,3.54,149,6500012,兵庫県,神戸市中央区,北長狭通1-3-13,34.693844818081146,135.192743500337,非公開,日曜営業,三宮駅（神戸市営）,,
283,めん家　一麺惚,https://tabelog.com/aichi/A2303/A230301/23066291/,3.31,28,4850041,愛知県,小牧市,小牧2-57,35.293975913539185,136.92660215020285,090-5119-6194,水曜日,小牧駅,,
284,Kaeru,https://tabelog.com/tokyo/A1319/A131902/13097621/,3.57,191,1640001,東京都,中野区,中野5-56-12 1F,35.708414716185004,139.66620443388686,03-5380-5910,日曜日,中野駅,,
285,松木 田田,https://tabelog.com/tokyo/A1329/A132904/13232487/,3.30,23,1920362,東京都,八王子市,松木15-10,35.62583181178331,139.39180185859323,042-678-2011,日曜営業,京王堀之内駅,http://iekei-yamatoya.com/,
286,麺屋 もりの,https://tabelog.com/chiba/A1202/A120201/12047008/,3.14,19,2730042,千葉県,船橋市,前貝塚町565-13,35.72253568326221,139.98296858761262,不明の為情報お待ちしております,水曜日,塚田駅,,https://twitter.com/morinokoki
287,ラーメン豚珍,https://tabelog.com/tochigi/A0901/A090101/9013262/,3.17,17,3210954,栃木県,宇都宮市,元今泉4-2-10 元今泉ハイタウン 1F,36.56228676947965,139.9076453461955,028-666-7458,※火曜日定休,宇都宮駅,,https://www.facebook.com/ramen.tonchin
288,一麺惚 守護神,https://tabelog.com/ibaraki/A0806/A080602/8020406/,3.05,6,3091116,茨城県,筑西市,横塚913-1,36.31956138564268,140.00552283744364,不明の為情報お待ちしております,月曜日,下館駅,,
289,豚骨ラーメン 幸豚,https://tabelog.com/kanagawa/A1401/A140305/14074271/,3.38,26,2450062,神奈川県,横浜市戸塚区,汲沢町1169-3,35.39148802759077,139.52126411860328,不明の為情報お待ちしております,日曜営業,戸塚駅,,
290,ラーメン パワースポット 厚木店,https://tabelog.com/kanagawa/A1408/A140802/14058074/,3.43,39,2430816,神奈川県,厚木市,林1-26-1,35.45442858464892,139.350169874509,046-259-5652,月曜,本厚木駅,https://mobile.twitter.com/powerspot2929,
291,らーめん大 汐留店,https://tabelog.com/tokyo/A1301/A130103/13121246/,3.35,158,1050021,東京都,港区,東新橋1-2-11 三陸ビル　1F,35.66441104632361,139.75914818537166,非公開,土曜、日曜定休日,汐留駅,,
292,ラーメン 豚山 元住吉店,https://tabelog.com/kanagawa/A1405/A140504/14076127/,3.35,47,2110025,神奈川県,川崎市中原区,木月2-5-2,35.56473821822338,139.65481032862743,044-872-7335,無休,元住吉駅,https://www.gift-group.co.jp/butayama/,https://twitter.com/butayamabutako
293,らーめん こじろう 526 鶴見店,https://tabelog.com/kanagawa/A1401/A140211/14052846/,3.38,21,2300078,神奈川県,横浜市鶴見区,岸谷2-13-7,35.49708417839679,139.66126485193973,非公開,月曜　第3火曜,生麦駅,,
294,ラーメン赤沼  熊谷店,https://tabelog.com/saitama/A1105/A110501/11053298/,3.08,10,3600846,埼玉県,熊谷市,拾六間985,36.16514057392496,139.31561224426292,不明の為情報お待ちしております,月曜　第3火曜,籠原駅,,
295,らーめん大 我孫子店,https://tabelog.com/chiba/A1203/A120304/12007249/,3.27,73,2701154,千葉県,我孫子市,白山1丁目7-7 白山シャト－106号,35.866041415533175,140.01309225635728,04-7179-0370,年始のみ,我孫子駅,,https://www.facebook.com/dai.abiko
296,"麺屋 のスたOSAKA 難波千日前店 ",https://tabelog.com/osaka/A2701/A270202/27059770/,3.55,285,5420075,大阪府,大阪市中央区,難波千日前8-5,34.66369625485491,135.50385516175137,非公開,なし,難波駅（南海）,http://nosta.jp/,https://twitter.com/nosta_osaka
297,極太濁流ラーメン ら・けいこ 本店,https://tabelog.com/aichi/A2301/A230103/23009583/,3.58,166,4600008,愛知県,名古屋市中区,栄4-12-6 ロイヤルビル栄 1F,35.16732530746733,136.9114989579685,不明の為情報お待ちしております,日曜日,栄駅（名古屋）,,https://twitter.com/Lakeiko81
298,らーめん大 高円寺店,https://tabelog.com/tokyo/A1319/A131904/13059063/,3.16,96,1660003,東京都,杉並区,高円寺南4-7-1 コーポカトレアビル 1F,35.70323831673869,139.649805200839,03-5929-9779,無休,高円寺駅,,
299,ら～めん☆王子,https://tabelog.com/saitama/A1102/A110201/11037395/,3.10,16,3320003,埼玉県,川口市,東領家3-21-9 襲田コーポ 101,35.7941478995106,139.75322798150034,不明の為情報お待ちしております,日曜日,舎人公園駅,https://ameblo.jp/ramen-og/,
300,立川マシマシ 国分寺店,https://tabelog.com/tokyo/A1325/A132502/13227323/,3.30,24,1850012,東京都,国分寺市,本町2-3-1,35.70070456659465,139.4832058202255,042-312-0404,日曜営業,国分寺駅,,https://twitter.com/TachikawaMashi2
301,バカみたいに愛してた 本店,https://tabelog.com/chiba/A1203/A120302/12037528/,3.34,26,2700000,千葉県,松戸市,八ヶ崎1-1-1 八ヶ崎京葉ハイツ 1F,35.819997149509334,139.93218859535992,047-707-2040,水曜日,新松戸駅,,https://twitter.com/PqDdA7CeYihkVUc
302,どでん 西川口店,https://tabelog.com/saitama/A1102/A110201/11055847/,3.19,15,3320034,埼玉県,川口市,並木3-34-3,35.81856003301263,139.70680321309342,048-607-1129,水曜日,西川口駅,https://ameblo.jp/doden1105/,https://twitter.com/doden1207
303,らーめん 一条,https://tabelog.com/tokyo/A1305/A130504/13167400/,3.33,35,1620051,東京都,新宿区,西早稲田1-8-20 高橋ビル 1F,35.71012131210986,139.72031291716368,不明の為情報お待ちしております,日曜日,早稲田駅（都電）,,https://twitter.com/ichijo_waseda
304,ラーメン豚山 幡ヶ谷店,https://tabelog.com/tokyo/A1318/A131807/13242260/,3.25,25,1510072,東京都,渋谷区,幡ヶ谷2-13-3,35.677504044356006,139.67700246029554,03-6276-0909,無休,幡ケ谷駅,https://www.gift-group.co.jp/butayama/,https://twitter.com/butayamabutako
305,ラーメン二郎 新宿小滝橋通り店,https://tabelog.com/tokyo/A1304/A130401/13001044/,3.48,411,1600023,東京都,新宿区,西新宿7-5-5 1F,35.69642072983018,139.69849869296584,03-3371-5010,無休（元日は休業）,西武新宿駅,,
306,ジャンクガレッジ 越生店,https://tabelog.com/saitama/A1106/A110603/11047224/,3.00,5,3500415,埼玉県,入間郡越生町,上野1055-2-2,35.95078473314409,139.3066064726362,不明の為情報お待ちしております,無休,武州唐沢駅,http://www.junk-garage.net/,
307,らーめん大 本郷店,https://tabelog.com/tokyo/A1310/A131004/13045231/,3.48,85,1130033,東京都,文京区,本郷3-28-13,35.70592443107823,139.76185466035824,03-5689-3123,無休,本郷三丁目駅,,
308,ジャンクガレッジ 深谷店,https://tabelog.com/saitama/A1105/A110503/11049166/,3.02,10,3660818,埼玉県,深谷市,萱場460,36.19657312049283,139.27221384572812,不明の為情報お待ちしております,無休,深谷駅,http://www.junk-garage.net/,
309,新潟発祥 なおじ 足立六町店,https://tabelog.com/tokyo/A1324/A132404/13218011/,3.26,36,1210072,東京都,足立区,保塚町12-17,35.78730796438388,139.810474097695,03-5831-5911,無し,六町駅,http://naoji.jp/shop/adachirokucho.html,https://www.facebook.com/naojiadachirokucho
310,爆麺亭 所沢店,https://tabelog.com/saitama/A1106/A110601/11036097/,3.34,26,3590025,埼玉県,所沢市,上安松1024-76,35.78981980313462,139.48584733115354,非公開,木曜日,所沢駅,,
311,夢を語れ 埼玉,https://tabelog.com/saitama/A1102/A110203/11053384/,3.27,16,3430031,埼玉県,越谷市,大里617-4,35.9222966352248,139.7817463795155,不明の為情報お待ちしております,木曜日,大袋駅,,https://www.facebook.com/YumeWoKataReds
312,自家製麺 鶏八朗,https://tabelog.com/tokyo/A1323/A132304/13193272/,3.52,44,1140034,東京都,北区,上十条1-19-7,35.75937303839352,139.72316596813437,不明の為情報お待ちしております,木・日、不定休ありTwitter参照,十条駅,,https://twitter.com/torihachiro
313,麺屋富味,https://tabelog.com/gunma/A1001/A100101/10018644/,3.38,27,3710046,群馬県,前橋市,川原町1-1-19,36.42249364270973,139.0475490467681,027-212-2034,水曜日,群馬総社駅,,
314,ラーメン慶次郎 本店,https://tabelog.com/tokyo/A1322/A132205/13108087/,3.50,60,1730001,東京都,板橋区,本町14-14,35.7614703138453,139.70725052668104,080-1172-4585,［火曜］［第二・第四水曜］［年末年始］,板橋本町駅,,https://twitter.com/#!/11771717
315,つけ麺　白虎,https://tabelog.com/shizuoka/A2204/A220402/22020539/,3.47,130,4120042,静岡県,御殿場市,萩原44-2,35.31391353868149,138.92531548126397,0550-88-1188,なし,御殿場駅,http://www.tukemen-byakko.com/,
316,男は黙って前を行け,https://tabelog.com/gifu/A2101/A210101/21001622/,3.46,73,5008287,岐阜県,岐阜市,北鶉1丁目60 1F,35.387610253572674,136.73066161194902,090-5100-4689,日曜日、祝日,西岐阜駅,http://www.otokomae300.jp/,
317,まるはち 春日井店,https://tabelog.com/aichi/A2303/A230301/23055903/,3.54,55,4860912,愛知県,春日井市,高山町3-9-3,35.25721559643288,136.9536932594677,0568-33-8388,月曜日(祝日営業、翌日火曜日休業)・第4日曜日夜の部,春日井駅（名鉄）,http://www.raamenmaruhachi.com/,https://www.facebook.com/らーめんまるはち春日井店-1592604631023814/
318,ラーメン梅 梅島店,https://tabelog.com/tokyo/A1324/A132404/13136014/,3.29,32,1210816,東京都,足立区,梅島3-8-11,35.776307802431276,139.79745401881243,03-5681-6088,火曜日,梅島駅,,
319,ラーメン　あや,https://tabelog.com/chiba/A1201/A120101/12006169/,3.54,87,2600013,千葉県,千葉市中央区,中央2-6-3 FCビル　1F,35.60940571648026,140.12232172751018,043-227-8893,日曜,葭川公園駅,,https://twitter.com/Ra_men_AYA
320,極DINING若旦那 駅南店,https://tabelog.com/niigata/A1501/A150101/15016740/,3.32,13,9500916,新潟県,新潟市中央区,米山1-9-3 鈴木ビル 1F,37.909187837076026,139.06003350738405,025-384-4365,日曜日・第1月曜日・第3月曜日,新潟駅,,https://www.facebook.com/極dining若旦那-駅南店-1187006584645863/
321,麺屋 浜堂 高松中央卸売市場店,https://tabelog.com/kagawa/A3701/A370101/37011306/,3.41,31,7600012,香川県,高松市,瀬戸内町30-73 高松中央卸売市場関連商品売場棟,34.34950298440757,134.02877768836984,不明の為情報お待ちしております,水曜日,昭和町駅,,https://www.instagram.com/hamando_takamatu/
322,麺でる 相模原,https://tabelog.com/kanagawa/A1407/A140701/14070976/,3.41,30,2520239,神奈川県,相模原市中央区,中央6-13-6,35.56823428777504,139.37168756986676,不明の為情報お待ちしております,日曜日,上溝駅,,https://www.facebook.com/menderu.sagamihara/
323,ラーメン赤大屋,https://tabelog.com/tochigi/A0904/A090403/9016690/,3.08,15,3291225,栃木県,塩谷郡高根沢町,石末2258-5,36.64104830414706,140.00071732358603,028-678-5472,月曜日、木曜日(昼の部)、日曜日、月曜日(夜の部),下野花岡駅,,
324,ラーメン荘 歴史を刻め 本店,https://tabelog.com/osaka/A2701/A270307/27051592/,3.65,229,5330021,大阪府,大阪市東淀川区,下新庄5-1-59,34.7451836576919,135.52019699717948,06-6195-5910,日曜・月末日曜日の次の日 月曜日,下新庄駅,http://blog.livedoor.jp/yumedaichi/,https://twitter.com/rekishi_honten
325,ラーメン イエロー 新宿御苑前店,https://tabelog.com/tokyo/A1304/A130402/13235017/,3.28,28,1600004,東京都,新宿区,四谷4-28-17 大木戸ビル 1F,35.687737234631946,139.7155723970227,03-3341-2177,日曜,新宿御苑前駅,,
326,らーめん バリ男 豊洲店,https://tabelog.com/tokyo/A1313/A131303/13253330/,3.27,27,1350062,東京都,江東区,東雲1-6-6,35.64721861942324,139.80118020840928,不明の為情報お待ちしております,年中無休,東雲駅,http://www.bario.co.jp/,https://www.instagram.com/makoto_bario/
327,自家製ラーメン麺屋 ラッキー,https://tabelog.com/gunma/A1001/A100101/10021428/,3.34,25,3792132,群馬県,前橋市,東善町76,36.34474696794232,139.12760070030745,027-888-6623,木曜日,駒形駅,,https://twitter.com/@menyalucky2325
328,麺でる 田園調布本店,https://tabelog.com/tokyo/A1317/A131714/13010431/,3.48,67,1450071,東京都,大田区,田園調布1-21-2,35.59148517049434,139.67591817747763,03-3721-9499,日曜日水曜日,雪が谷大塚駅,,https://twitter.com/menderuhonten
329,ラーメン豚山 神保町店,https://tabelog.com/tokyo/A1310/A131003/13257631/,3.32,32,1010052,東京都,千代田区,神田小川町3-10-37,35.69584605372022,139.76123045400317,03-3233-8370,無休,神保町駅,https://www.gift-group.co.jp/,
330,ルパ 京王八王子店,https://tabelog.com/tokyo/A1329/A132904/13136274/,3.06,20,1920046,東京都,八王子市,明神町3-27-1 京王八王子ショッピングセンター 1Ｆ,35.657739494577356,139.3432091473472,042-656-7203,日曜営業,京王八王子駅,https://www.keio-sh.jp/,
331,ラーメン二九六,https://tabelog.com/chiba/A1203/A120301/12045309/,3.34,25,2770871,千葉県,柏市,若柴184-2 中央311街区4 柏の葉かけだし横丁 店舗9,35.89487339140583,139.9529025942924,不明の為情報お待ちしております,毎月1、5、10、11、15、20、21、25、30、31日（末尾に0と1と5が付く日）,柏の葉キャンパス駅,,https://twitter.com/https://twitter.com/ramen296
332,ラーメン大 蕨店,https://tabelog.com/saitama/A1102/A110202/11003872/,3.41,89,3330851,埼玉県,川口市,芝新町2-1,35.82928247256336,139.68948749081505,非公開,無休,蕨駅,"http://www.food-ff.com ",
333,東池袋大勝軒 うさぎ家,https://tabelog.com/ibaraki/A0802/A080201/8000017/,3.38,43,3050854,茨城県,つくば市,上横場2200-1,36.038024831038705,140.08496392454825,029-879-5584,1月1日のみ休み。,みどりの駅,,
334,ジャンクガレッジ ふじみ野駅前店,https://tabelog.com/saitama/A1103/A110302/11048339/,3.04,17,3540035,埼玉県,富士見市,ふじみ野西1-20-2 パレットふじみ野 104,35.860654527664884,139.52216605352763,049-293-6556,無休,ふじみ野駅,http://www.junk-garage.net/,
335,大盛軒,https://tabelog.com/tokyo/A1319/A131901/13006882/,3.59,376,1640003,東京都,中野区,東中野1-51-1 村上ビル １Ｆ,35.70600365808925,139.6862809331007,03-3371-5743,無休（年末年始は休業）,東中野駅,,
336,ラーメンつけ麺　笑福 西本町店,https://tabelog.com/osaka/A2701/A270106/27049410/,3.34,167,5500005,大阪府,大阪市西区,西本町1-15-21,34.68235713717593,135.49370736756572,06-6568-9765,無休,本町駅,http://shoufuku.fu-koku.com/,
337,徳 アトレ川崎店,https://tabelog.com/kanagawa/A1405/A140501/14038637/,3.27,108,2100007,神奈川県,川崎市川崎区,駅前本町26-1 アトレ川崎  B1F,35.53054956350877,139.69740419865212,044-201-7112,アトレに準ずる,川崎駅,http://www.kenkojp.com/,
338,麺屋 荒井,https://tabelog.com/ibaraki/A0801/A080101/8009377/,3.40,49,3100000,茨城県,水戸市,元吉田1486-5,36.34016006522605,140.46953529730038,029-247-8938,水曜日(月１回火曜日臨時休業あり),水戸駅,,https://twitter.com/@_araijironoodle
339,熊谷肉飯店,https://tabelog.com/saitama/A1105/A110501/11044570/,3.10,13,3600037,埼玉県,熊谷市,筑波2-90,36.14032617135614,139.3886973170555,048-501-7890,木曜日(昼の部)、日曜日,熊谷駅,,https://www.facebook.com/KUMAGAYA.NIKUHANTEN/
340,ら～めん コジマル 東金店,https://tabelog.com/chiba/A1205/A120503/12046408/,3.36,16,2891326,千葉県,山武市,成東1563,35.59266151554887,140.39623413448405,0475-78-6222,無休,求名駅,,https://twitter.com/kojimarutougane
341,麺屋 婆娑羅,https://tabelog.com/tokyo/A1317/A131711/13023109/,3.31,56,1450062,東京都,大田区,北千束3-23-8,35.60636292847842,139.68637495737693,03-6277-2977,日曜日,大岡山駅,,https://twitter.com/umaibento
342,極太清流らーめん,https://tabelog.com/kyoto/A2601/A260604/26026630/,3.53,60,6008864,京都府,京都市下京区,七条御所ノ内南町89 八条ビル 1F,34.983970988560266,135.73231005367455,不明の為情報お待ちしております,水曜 祝日,西大路駅,http://blog.livedoor.jp/makoto12141215,
343,麺屋 我ガ 久留米上津バイパス店,https://tabelog.com/fukuoka/A4008/A400801/40054931/,3.14,17,8390851,福岡県,久留米市,御井町2039-7,33.29899286745807,130.54721797672337,0942-43-1013,日曜営業,久留米大学前駅,,
